"","provincia","titulares","periodo"
"3409","Buenos Aires",79,2022-04-01
"3410","Buenos Aires",119,2022-04-01
"3411","Buenos Aires",129,2022-04-01
"3412","Buenos Aires",5841,2022-04-01
"3413","Buenos Aires",3866,2022-04-01
"3414","Buenos Aires",19893,2022-04-01
"3415","Buenos Aires",1418,2022-04-01
"3416","Buenos Aires",2285,2022-04-01
"3417","Buenos Aires",88514,2022-04-01
"3418","Buenos Aires",41384,2022-04-01
"3419","Buenos Aires",19853,2022-04-01
"3420","Buenos Aires",58,2022-04-01
"3421","Buenos Aires",146,2022-04-01
"3422","Buenos Aires",271,2022-04-01
"3423","Buenos Aires",596,2022-04-01
"3424","Buenos Aires",162,2022-04-01
"3425","Buenos Aires",1190,2022-04-01
"3426","Buenos Aires",36185,2022-04-01
"3427","Buenos Aires",3082,2022-04-01
"3428","Buenos Aires",270,2022-04-01
"3429","Buenos Aires",271,2022-04-01
"3430","Buenos Aires",10335,2022-04-01
"3431","Buenos Aires",342,2022-04-01
"3432","Buenos Aires",4060,2022-04-01
"3433","Buenos Aires",2005,2022-04-01
"3434","Buenos Aires",18290,2022-04-01
"3435","Buenos Aires",146,2022-04-01
"3436","Buenos Aires",93,2022-04-01
"3437","Buenos Aires",28762,2022-04-01
"3438","Buenos Aires",6409,2022-04-01
"3439","Buenos Aires",950,2022-04-01
"3440","Buenos Aires",1670,2022-04-01
"3441","Buenos Aires",1262,2022-04-01
"3442","Buenos Aires",1050,2022-04-01
"3443","Buenos Aires",264,2022-04-01
"3444","Buenos Aires",53,2022-04-01
"3445","Buenos Aires",2323,2022-04-01
"3446","Buenos Aires",131,2022-04-01
"3447","Buenos Aires",11267,2022-04-01
"3448","Buenos Aires",330,2022-04-01
"3449","Buenos Aires",9702,2022-04-01
"3450","Buenos Aires",233,2022-04-01
"3451","Buenos Aires",110,2022-04-01
"3452","Buenos Aires",33267,2022-04-01
"3453","Buenos Aires",669,2022-04-01
"3454","Buenos Aires",160,2022-04-01
"3455","Buenos Aires",320,2022-04-01
"3456","Buenos Aires",330,2022-04-01
"3457","Buenos Aires",448,2022-04-01
"3458","Buenos Aires",263,2022-04-01
"3459","Buenos Aires",244,2022-04-01
"3460","Buenos Aires",74,2022-04-01
"3461","Buenos Aires",339,2022-04-01
"3462","Buenos Aires",522,2022-04-01
"3463","Buenos Aires",222,2022-04-01
"3464","Buenos Aires",51,2022-04-01
"3465","Buenos Aires",4810,2022-04-01
"3466","Buenos Aires",4667,2022-04-01
"3467","Buenos Aires",13463,2022-04-01
"3468","Buenos Aires",3671,2022-04-01
"3469","Buenos Aires",1492,2022-04-01
"3470","Buenos Aires",5863,2022-04-01
"3471","Buenos Aires",157,2022-04-01
"3472","Buenos Aires",2840,2022-04-01
"3473","Buenos Aires",74,2022-04-01
"3474","Buenos Aires",10764,2022-04-01
"3475","Buenos Aires",16,2022-04-01
"3476","Buenos Aires",90,2022-04-01
"3477","Buenos Aires",315,2022-04-01
"3478","Buenos Aires",449,2022-04-01
"3479","Buenos Aires",44,2022-04-01
"3480","Buenos Aires",9026,2022-04-01
"3481","Buenos Aires",2595,2022-04-01
"3482","Buenos Aires",526,2022-04-01
"3483","Buenos Aires",2734,2022-04-01
"3484","Buenos Aires",2019,2022-04-01
"3485","Buenos Aires",667,2022-05-01
"3486","Buenos Aires",454,2022-05-01
"3487","Buenos Aires",436,2022-05-01
"3488","Buenos Aires",453,2022-05-01
"3489","Buenos Aires",172,2022-05-01
"3490","Buenos Aires",31409,2022-05-01
"3491","Buenos Aires",325,2022-05-01
"3492","Buenos Aires",18045,2022-05-01
"3493","Buenos Aires",322,2022-05-01
"3494","Buenos Aires",781,2022-05-01
"3495","Buenos Aires",3312,2022-05-01
"3496","Buenos Aires",517,2022-05-01
"3497","Buenos Aires",949,2022-05-01
"3498","Buenos Aires",246,2022-05-01
"3499","Buenos Aires",22462,2022-05-01
"3500","Buenos Aires",5186,2022-05-01
"3501","Buenos Aires",314,2022-05-01
"3502","Buenos Aires",886,2022-05-01
"3503","Buenos Aires",1843,2022-05-01
"3504","Buenos Aires",2082,2022-05-01
"3505","Buenos Aires",64,2022-05-01
"3506","Buenos Aires",460,2022-05-01
"3507","Buenos Aires",81,2022-05-01
"3508","Buenos Aires",162,2022-05-01
"3509","Buenos Aires",233,2022-05-01
"3510","Buenos Aires",4610,2022-05-01
"3511","Buenos Aires",628,2022-05-01
"3512","Buenos Aires",1012,2022-05-01
"3513","Buenos Aires",1961,2022-05-01
"3514","Buenos Aires",451,2022-05-01
"3515","Buenos Aires",457,2022-05-01
"3516","Buenos Aires",183,2022-05-01
"3517","Buenos Aires",236,2022-05-01
"3518","Buenos Aires",315,2022-05-01
"3519","Buenos Aires",107,2022-05-01
"3520","Buenos Aires",355,2022-05-01
"3521","Buenos Aires",5724,2022-05-01
"3522","Buenos Aires",8084,2022-05-01
"3523","Buenos Aires",18483,2022-05-01
"3524","Buenos Aires",803,2022-05-01
"3525","Buenos Aires",13408,2022-05-01
"3526","Buenos Aires",45705,2022-05-01
"3527","Buenos Aires",206,2022-05-01
"3528","Buenos Aires",1323,2022-05-01
"3529","Buenos Aires",47,2022-05-01
"3530","Buenos Aires",184,2022-05-01
"3531","Buenos Aires",142,2022-05-01
"3532","Buenos Aires",40,2022-05-01
"3533","Buenos Aires",229,2022-05-01
"3534","Buenos Aires",158,2022-05-01
"3535","Buenos Aires",507,2022-05-01
"3536","Buenos Aires",43,2022-05-01
"3537","Buenos Aires",395,2022-05-01
"3538","Buenos Aires",80,2022-05-01
"3539","Buenos Aires",21664,2022-05-01
"3540","Buenos Aires",5857,2022-05-01
"3541","Buenos Aires",16924,2022-05-01
"3542","Buenos Aires",318,2022-05-01
"3543","Buenos Aires",77,2022-05-01
"3544","Buenos Aires",118,2022-05-01
"3545","Buenos Aires",128,2022-05-01
"3546","Buenos Aires",5975,2022-05-01
"3547","Buenos Aires",3878,2022-05-01
"3548","Buenos Aires",19859,2022-05-01
"3549","Buenos Aires",1422,2022-05-01
"3550","Buenos Aires",2263,2022-05-01
"3551","Buenos Aires",89277,2022-05-01
"3552","Buenos Aires",41758,2022-05-01
"3553","Buenos Aires",20053,2022-05-01
"3554","Buenos Aires",57,2022-05-01
"3555","Buenos Aires",147,2022-05-01
"3556","Buenos Aires",266,2022-05-01
"3557","Buenos Aires",609,2022-05-01
"3558","Buenos Aires",162,2022-05-01
"3559","Buenos Aires",1186,2022-05-01
"3560","Buenos Aires",36489,2022-05-01
"3561","Buenos Aires",3158,2022-05-01
"3562","Buenos Aires",251,2022-05-01
"3563","Buenos Aires",268,2022-05-01
"3564","Buenos Aires",10283,2022-05-01
"3565","Buenos Aires",347,2022-05-01
"3566","Buenos Aires",4111,2022-05-01
"3567","Buenos Aires",1983,2022-05-01
"3568","Buenos Aires",18375,2022-05-01
"3569","Buenos Aires",152,2022-05-01
"3570","Buenos Aires",90,2022-05-01
"3571","Buenos Aires",28982,2022-05-01
"3572","Buenos Aires",6401,2022-05-01
"3573","Buenos Aires",920,2022-05-01
"3574","Buenos Aires",1719,2022-05-01
"3575","Buenos Aires",1295,2022-05-01
"3576","Buenos Aires",1077,2022-05-01
"3577","Buenos Aires",268,2022-05-01
"3578","Buenos Aires",52,2022-05-01
"3579","Buenos Aires",2328,2022-05-01
"3580","Buenos Aires",130,2022-05-01
"3581","Buenos Aires",11335,2022-05-01
"3582","Buenos Aires",330,2022-05-01
"3583","Buenos Aires",9789,2022-05-01
"3584","Buenos Aires",232,2022-05-01
"3585","Buenos Aires",110,2022-05-01
"3586","Buenos Aires",33368,2022-05-01
"3587","Buenos Aires",692,2022-05-01
"3588","Buenos Aires",160,2022-05-01
"3589","Buenos Aires",323,2022-05-01
"3590","Buenos Aires",336,2022-05-01
"3591","Buenos Aires",448,2022-05-01
"3592","Buenos Aires",263,2022-05-01
"3593","Buenos Aires",237,2022-05-01
"3594","Buenos Aires",71,2022-05-01
"3595","Buenos Aires",338,2022-05-01
"3596","Buenos Aires",543,2022-05-01
"3597","Buenos Aires",227,2022-05-01
"3598","Buenos Aires",51,2022-05-01
"3599","Buenos Aires",4844,2022-05-01
"3600","Buenos Aires",4654,2022-05-01
"3601","Buenos Aires",13429,2022-05-01
"3602","Buenos Aires",3784,2022-05-01
"3603","Buenos Aires",1516,2022-05-01
"3604","Buenos Aires",5860,2022-05-01
"3605","Buenos Aires",155,2022-05-01
"3606","Buenos Aires",2846,2022-05-01
"3607","Buenos Aires",81,2022-05-01
"3608","Buenos Aires",10747,2022-05-01
"3609","Buenos Aires",16,2022-05-01
"3610","Buenos Aires",88,2022-05-01
"3611","Buenos Aires",339,2022-05-01
"3612","Buenos Aires",469,2022-05-01
"3613","Buenos Aires",45,2022-05-01
"3614","Buenos Aires",9113,2022-05-01
"3615","Buenos Aires",2641,2022-05-01
"3616","Buenos Aires",512,2022-05-01
"3617","Buenos Aires",2771,2022-05-01
"3618","Buenos Aires",2002,2022-05-01
"3619","Buenos Aires",634,2022-06-01
"3620","Buenos Aires",455,2022-06-01
"3621","Buenos Aires",439,2022-06-01
"3622","Buenos Aires",455,2022-06-01
"3623","Buenos Aires",163,2022-06-01
"3624","Buenos Aires",31246,2022-06-01
"3625","Buenos Aires",322,2022-06-01
"3626","Buenos Aires",18030,2022-06-01
"3627","Buenos Aires",322,2022-06-01
"3628","Buenos Aires",784,2022-06-01
"3629","Buenos Aires",3300,2022-06-01
"3630","Buenos Aires",518,2022-06-01
"3631","Buenos Aires",936,2022-06-01
"3632","Buenos Aires",245,2022-06-01
"3633","Buenos Aires",21879,2022-06-01
"3634","Buenos Aires",5246,2022-06-01
"3635","Buenos Aires",319,2022-06-01
"3636","Buenos Aires",878,2022-06-01
"3637","Buenos Aires",1832,2022-06-01
"3638","Buenos Aires",2091,2022-06-01
"3639","Buenos Aires",73,2022-06-01
"3640","Buenos Aires",468,2022-06-01
"3641","Buenos Aires",83,2022-06-01
"3642","Buenos Aires",168,2022-06-01
"3643","Buenos Aires",231,2022-06-01
"3644","Buenos Aires",4649,2022-06-01
"3645","Buenos Aires",648,2022-06-01
"3646","Buenos Aires",1018,2022-06-01
"3647","Buenos Aires",1984,2022-06-01
"3648","Buenos Aires",448,2022-06-01
"3649","Buenos Aires",457,2022-06-01
"3650","Buenos Aires",186,2022-06-01
"3651","Buenos Aires",229,2022-06-01
"3652","Buenos Aires",315,2022-06-01
"3653","Buenos Aires",214,2022-06-01
"3654","Buenos Aires",352,2022-06-01
"3655","Buenos Aires",5778,2022-06-01
"3656","Buenos Aires",8118,2022-06-01
"3657","Buenos Aires",18420,2022-06-01
"3658","Buenos Aires",803,2022-06-01
"3659","Buenos Aires",13191,2022-06-01
"3660","Buenos Aires",45756,2022-06-01
"3661","Buenos Aires",208,2022-06-01
"3662","Buenos Aires",1325,2022-06-01
"3663","Buenos Aires",48,2022-06-01
"3664","Buenos Aires",184,2022-06-01
"3665","Buenos Aires",152,2022-06-01
"3666","Buenos Aires",39,2022-06-01
"3667","Buenos Aires",228,2022-06-01
"3668","Buenos Aires",156,2022-06-01
"3669","Buenos Aires",509,2022-06-01
"3670","Buenos Aires",42,2022-06-01
"3671","Buenos Aires",390,2022-06-01
"3672","Buenos Aires",82,2022-06-01
"3673","Buenos Aires",21880,2022-06-01
"3674","Buenos Aires",5871,2022-06-01
"3675","Buenos Aires",17051,2022-06-01
"3676","Buenos Aires",321,2022-06-01
"3677","Buenos Aires",78,2022-06-01
"3678","Buenos Aires",119,2022-06-01
"3679","Buenos Aires",123,2022-06-01
"3680","Buenos Aires",6105,2022-06-01
"3681","Buenos Aires",4292,2022-06-01
"3682","Buenos Aires",19827,2022-06-01
"3683","Buenos Aires",1411,2022-06-01
"3684","Buenos Aires",2291,2022-06-01
"3685","Buenos Aires",90711,2022-06-01
"3686","Buenos Aires",41993,2022-06-01
"3687","Buenos Aires",20274,2022-06-01
"3688","Buenos Aires",56,2022-06-01
"3689","Buenos Aires",147,2022-06-01
"3690","Buenos Aires",273,2022-06-01
"3691","Buenos Aires",611,2022-06-01
"3692","Buenos Aires",162,2022-06-01
"3693","Buenos Aires",1182,2022-06-01
"3694","Buenos Aires",36955,2022-06-01
"3695","Buenos Aires",3168,2022-06-01
"3696","Buenos Aires",263,2022-06-01
"3697","Buenos Aires",273,2022-06-01
"3698","Buenos Aires",10291,2022-06-01
"3699","Buenos Aires",347,2022-06-01
"3700","Buenos Aires",4127,2022-06-01
"3701","Buenos Aires",2006,2022-06-01
"3702","Buenos Aires",18389,2022-06-01
"3703","Buenos Aires",152,2022-06-01
"3704","Buenos Aires",90,2022-06-01
"3705","Buenos Aires",29043,2022-06-01
"3706","Buenos Aires",6428,2022-06-01
"3707","Buenos Aires",939,2022-06-01
"3708","Buenos Aires",1734,2022-06-01
"3709","Buenos Aires",1288,2022-06-01
"3710","Buenos Aires",1087,2022-06-01
"3711","Buenos Aires",257,2022-06-01
"3712","Buenos Aires",51,2022-06-01
"3713","Buenos Aires",2319,2022-06-01
"3714","Buenos Aires",130,2022-06-01
"3715","Buenos Aires",11313,2022-06-01
"3716","Buenos Aires",320,2022-06-01
"3717","Buenos Aires",9799,2022-06-01
"3718","Buenos Aires",233,2022-06-01
"3719","Buenos Aires",107,2022-06-01
"3720","Buenos Aires",33427,2022-06-01
"3721","Buenos Aires",722,2022-06-01
"3722","Buenos Aires",159,2022-06-01
"3723","Buenos Aires",322,2022-06-01
"3724","Buenos Aires",341,2022-06-01
"3725","Buenos Aires",419,2022-06-01
"3726","Buenos Aires",264,2022-06-01
"3727","Buenos Aires",236,2022-06-01
"3728","Buenos Aires",70,2022-06-01
"3729","Buenos Aires",335,2022-06-01
"3730","Buenos Aires",536,2022-06-01
"3731","Buenos Aires",226,2022-06-01
"3732","Buenos Aires",51,2022-06-01
"3733","Buenos Aires",4891,2022-06-01
"3734","Buenos Aires",4645,2022-06-01
"3735","Buenos Aires",13415,2022-06-01
"3736","Buenos Aires",3771,2022-06-01
"3737","Buenos Aires",1561,2022-06-01
"3738","Buenos Aires",5829,2022-06-01
"3739","Buenos Aires",163,2022-06-01
"3740","Buenos Aires",2834,2022-06-01
"3741","Buenos Aires",85,2022-06-01
"3742","Buenos Aires",10849,2022-06-01
"3743","Buenos Aires",16,2022-06-01
"3744","Buenos Aires",87,2022-06-01
"3745","Buenos Aires",346,2022-06-01
"3746","Buenos Aires",469,2022-06-01
"3747","Buenos Aires",47,2022-06-01
"3748","Buenos Aires",9125,2022-06-01
"3749","Buenos Aires",2644,2022-06-01
"3750","Buenos Aires",536,2022-06-01
"3751","Buenos Aires",2798,2022-06-01
"3752","Buenos Aires",1978,2022-06-01
"3753","Buenos Aires",639,2022-07-01
"3754","Buenos Aires",455,2022-07-01
"3755","Buenos Aires",419,2022-07-01
"3756","Buenos Aires",445,2022-07-01
"3757","Buenos Aires",162,2022-07-01
"3758","Buenos Aires",31271,2022-07-01
"3759","Buenos Aires",325,2022-07-01
"3760","Buenos Aires",17909,2022-07-01
"3761","Buenos Aires",323,2022-07-01
"3762","Buenos Aires",780,2022-07-01
"3763","Buenos Aires",3279,2022-07-01
"3764","Buenos Aires",503,2022-07-01
"3765","Buenos Aires",948,2022-07-01
"3766","Buenos Aires",249,2022-07-01
"3767","Buenos Aires",22120,2022-07-01
"3768","Buenos Aires",5261,2022-07-01
"3769","Buenos Aires",320,2022-07-01
"3770","Buenos Aires",886,2022-07-01
"3771","Buenos Aires",1844,2022-07-01
"3772","Buenos Aires",2062,2022-07-01
"3773","Buenos Aires",80,2022-07-01
"3774","Buenos Aires",468,2022-07-01
"3775","Buenos Aires",87,2022-07-01
"3776","Buenos Aires",170,2022-07-01
"3777","Buenos Aires",230,2022-07-01
"3778","Buenos Aires",4685,2022-07-01
"3779","Buenos Aires",659,2022-07-01
"3780","Buenos Aires",1015,2022-07-01
"3781","Buenos Aires",2014,2022-07-01
"3782","Buenos Aires",443,2022-07-01
"3783","Buenos Aires",456,2022-07-01
"3784","Buenos Aires",194,2022-07-01
"3785","Buenos Aires",229,2022-07-01
"3786","Buenos Aires",313,2022-07-01
"3787","Buenos Aires",213,2022-07-01
"3788","Buenos Aires",349,2022-07-01
"3789","Buenos Aires",5782,2022-07-01
"3790","Buenos Aires",8047,2022-07-01
"3791","Buenos Aires",18477,2022-07-01
"3792","Buenos Aires",809,2022-07-01
"3793","Buenos Aires",13035,2022-07-01
"3794","Buenos Aires",45540,2022-07-01
"3795","Buenos Aires",211,2022-07-01
"3796","Buenos Aires",1332,2022-07-01
"3797","Buenos Aires",48,2022-07-01
"3798","Buenos Aires",182,2022-07-01
"3799","Buenos Aires",151,2022-07-01
"3800","Buenos Aires",38,2022-07-01
"3801","Buenos Aires",229,2022-07-01
"3802","Buenos Aires",157,2022-07-01
"3803","Buenos Aires",515,2022-07-01
"3804","Buenos Aires",42,2022-07-01
"3805","Buenos Aires",388,2022-07-01
"3806","Buenos Aires",86,2022-07-01
"3807","Buenos Aires",21798,2022-07-01
"3808","Buenos Aires",5884,2022-07-01
"3809","Buenos Aires",17158,2022-07-01
"3810","Buenos Aires",318,2022-07-01
"3811","Buenos Aires",76,2022-07-01
"3812","Buenos Aires",120,2022-07-01
"3813","Buenos Aires",122,2022-07-01
"3814","Buenos Aires",6187,2022-07-01
"3815","Buenos Aires",4313,2022-07-01
"3816","Buenos Aires",19654,2022-07-01
"3817","Buenos Aires",1407,2022-07-01
"3818","Buenos Aires",2329,2022-07-01
"3819","Buenos Aires",91278,2022-07-01
"3820","Buenos Aires",41733,2022-07-01
"3821","Buenos Aires",20341,2022-07-01
"3822","Buenos Aires",54,2022-07-01
"3823","Buenos Aires",149,2022-07-01
"3824","Buenos Aires",273,2022-07-01
"3825","Buenos Aires",606,2022-07-01
"3826","Buenos Aires",164,2022-07-01
"3827","Buenos Aires",1171,2022-07-01
"3828","Buenos Aires",37202,2022-07-01
"3829","Buenos Aires",3156,2022-07-01
"3830","Buenos Aires",265,2022-07-01
"3831","Buenos Aires",274,2022-07-01
"3832","Buenos Aires",10223,2022-07-01
"3833","Buenos Aires",339,2022-07-01
"3834","Buenos Aires",4153,2022-07-01
"3835","Buenos Aires",2015,2022-07-01
"3836","Buenos Aires",18377,2022-07-01
"3837","Buenos Aires",152,2022-07-01
"3838","Buenos Aires",88,2022-07-01
"3839","Buenos Aires",29018,2022-07-01
"3840","Buenos Aires",6442,2022-07-01
"3841","Buenos Aires",952,2022-07-01
"3842","Buenos Aires",1718,2022-07-01
"3843","Buenos Aires",1290,2022-07-01
"3844","Buenos Aires",1083,2022-07-01
"3845","Buenos Aires",250,2022-07-01
"3846","Buenos Aires",51,2022-07-01
"3847","Buenos Aires",2331,2022-07-01
"3848","Buenos Aires",121,2022-07-01
"3849","Buenos Aires",11212,2022-07-01
"3850","Buenos Aires",317,2022-07-01
"3851","Buenos Aires",9731,2022-07-01
"3852","Buenos Aires",229,2022-07-01
"3853","Buenos Aires",107,2022-07-01
"3854","Buenos Aires",33352,2022-07-01
"3855","Buenos Aires",734,2022-07-01
"3856","Buenos Aires",158,2022-07-01
"3857","Buenos Aires",321,2022-07-01
"3858","Buenos Aires",344,2022-07-01
"3859","Buenos Aires",436,2022-07-01
"3860","Buenos Aires",267,2022-07-01
"3861","Buenos Aires",232,2022-07-01
"3862","Buenos Aires",68,2022-07-01
"3863","Buenos Aires",335,2022-07-01
"3864","Buenos Aires",545,2022-07-01
"3865","Buenos Aires",229,2022-07-01
"3866","Buenos Aires",51,2022-07-01
"3867","Buenos Aires",4886,2022-07-01
"3868","Buenos Aires",4592,2022-07-01
"3869","Buenos Aires",13395,2022-07-01
"3870","Buenos Aires",3799,2022-07-01
"3871","Buenos Aires",1588,2022-07-01
"3872","Buenos Aires",5884,2022-07-01
"3873","Buenos Aires",168,2022-07-01
"3874","Buenos Aires",2843,2022-07-01
"3875","Buenos Aires",89,2022-07-01
"3876","Buenos Aires",10827,2022-07-01
"3877","Buenos Aires",16,2022-07-01
"3878","Buenos Aires",83,2022-07-01
"3879","Buenos Aires",348,2022-07-01
"3880","Buenos Aires",482,2022-07-01
"3881","Buenos Aires",51,2022-07-01
"3882","Buenos Aires",9096,2022-07-01
"3883","Buenos Aires",2640,2022-07-01
"3884","Buenos Aires",523,2022-07-01
"3885","Buenos Aires",2788,2022-07-01
"3886","Buenos Aires",1972,2022-07-01
"3887","Buenos Aires",656,2022-08-01
"3888","Buenos Aires",465,2022-08-01
"3889","Buenos Aires",430,2022-08-01
"3890","Buenos Aires",441,2022-08-01
"3891","Buenos Aires",162,2022-08-01
"3892","Buenos Aires",31165,2022-08-01
"3893","Buenos Aires",334,2022-08-01
"3894","Buenos Aires",17751,2022-08-01
"3895","Buenos Aires",324,2022-08-01
"3896","Buenos Aires",771,2022-08-01
"3897","Buenos Aires",3267,2022-08-01
"3898","Buenos Aires",503,2022-08-01
"3899","Buenos Aires",943,2022-08-01
"3900","Buenos Aires",249,2022-08-01
"3901","Buenos Aires",22218,2022-08-01
"3902","Buenos Aires",5264,2022-08-01
"3903","Buenos Aires",312,2022-08-01
"3904","Buenos Aires",903,2022-08-01
"3905","Buenos Aires",1835,2022-08-01
"3906","Buenos Aires",2103,2022-08-01
"3907","Buenos Aires",81,2022-08-01
"3908","Buenos Aires",468,2022-08-01
"3909","Buenos Aires",88,2022-08-01
"3910","Buenos Aires",172,2022-08-01
"3911","Buenos Aires",229,2022-08-01
"3912","Buenos Aires",4714,2022-08-01
"3913","Buenos Aires",664,2022-08-01
"3914","Buenos Aires",1018,2022-08-01
"3915","Buenos Aires",2019,2022-08-01
"3916","Buenos Aires",448,2022-08-01
"3917","Buenos Aires",438,2022-08-01
"3918","Buenos Aires",192,2022-08-01
"3919","Buenos Aires",227,2022-08-01
"3920","Buenos Aires",308,2022-08-01
"3921","Buenos Aires",199,2022-08-01
"3922","Buenos Aires",351,2022-08-01
"3923","Buenos Aires",5771,2022-08-01
"3924","Buenos Aires",8095,2022-08-01
"3925","Buenos Aires",18334,2022-08-01
"3926","Buenos Aires",834,2022-08-01
"3927","Buenos Aires",13079,2022-08-01
"3928","Buenos Aires",45527,2022-08-01
"3929","Buenos Aires",213,2022-08-01
"3930","Buenos Aires",1337,2022-08-01
"3931","Buenos Aires",48,2022-08-01
"3932","Buenos Aires",180,2022-08-01
"3933","Buenos Aires",150,2022-08-01
"3934","Buenos Aires",37,2022-08-01
"3935","Buenos Aires",234,2022-08-01
"3936","Buenos Aires",157,2022-08-01
"3937","Buenos Aires",515,2022-08-01
"3938","Buenos Aires",42,2022-08-01
"3939","Buenos Aires",385,2022-08-01
"3940","Buenos Aires",88,2022-08-01
"3941","Buenos Aires",21728,2022-08-01
"3942","Buenos Aires",5894,2022-08-01
"3943","Buenos Aires",17057,2022-08-01
"3944","Buenos Aires",320,2022-08-01
"3945","Buenos Aires",76,2022-08-01
"3946","Buenos Aires",118,2022-08-01
"3947","Buenos Aires",124,2022-08-01
"3948","Buenos Aires",6211,2022-08-01
"3949","Buenos Aires",4278,2022-08-01
"3950","Buenos Aires",19602,2022-08-01
"3951","Buenos Aires",1426,2022-08-01
"3952","Buenos Aires",2348,2022-08-01
"3953","Buenos Aires",91658,2022-08-01
"3954","Buenos Aires",41763,2022-08-01
"3955","Buenos Aires",20199,2022-08-01
"3956","Buenos Aires",56,2022-08-01
"3957","Buenos Aires",148,2022-08-01
"3958","Buenos Aires",273,2022-08-01
"3959","Buenos Aires",612,2022-08-01
"3960","Buenos Aires",164,2022-08-01
"3961","Buenos Aires",1160,2022-08-01
"3962","Buenos Aires",37392,2022-08-01
"3963","Buenos Aires",3211,2022-08-01
"3964","Buenos Aires",275,2022-08-01
"3965","Buenos Aires",266,2022-08-01
"3966","Buenos Aires",10164,2022-08-01
"3967","Buenos Aires",336,2022-08-01
"3968","Buenos Aires",4142,2022-08-01
"3969","Buenos Aires",1987,2022-08-01
"3970","Buenos Aires",18390,2022-08-01
"3971","Buenos Aires",153,2022-08-01
"3972","Buenos Aires",88,2022-08-01
"3973","Buenos Aires",29128,2022-08-01
"3974","Buenos Aires",6470,2022-08-01
"3975","Buenos Aires",947,2022-08-01
"3976","Buenos Aires",1719,2022-08-01
"3977","Buenos Aires",1289,2022-08-01
"3978","Buenos Aires",1080,2022-08-01
"3979","Buenos Aires",254,2022-08-01
"3980","Buenos Aires",51,2022-08-01
"3981","Buenos Aires",2333,2022-08-01
"3982","Buenos Aires",120,2022-08-01
"3983","Buenos Aires",11218,2022-08-01
"3984","Buenos Aires",329,2022-08-01
"3985","Buenos Aires",9698,2022-08-01
"3986","Buenos Aires",218,2022-08-01
"3987","Buenos Aires",106,2022-08-01
"3988","Buenos Aires",33252,2022-08-01
"3989","Buenos Aires",738,2022-08-01
"3990","Buenos Aires",158,2022-08-01
"3991","Buenos Aires",317,2022-08-01
"3992","Buenos Aires",336,2022-08-01
"3993","Buenos Aires",435,2022-08-01
"3994","Buenos Aires",267,2022-08-01
"3995","Buenos Aires",232,2022-08-01
"3996","Buenos Aires",70,2022-08-01
"3997","Buenos Aires",332,2022-08-01
"3998","Buenos Aires",556,2022-08-01
"3999","Buenos Aires",227,2022-08-01
"4000","Buenos Aires",50,2022-08-01
"4001","Buenos Aires",4883,2022-08-01
"4002","Buenos Aires",4644,2022-08-01
"4003","Buenos Aires",13351,2022-08-01
"4004","Buenos Aires",3760,2022-08-01
"4005","Buenos Aires",1594,2022-08-01
"4006","Buenos Aires",5916,2022-08-01
"4007","Buenos Aires",170,2022-08-01
"4008","Buenos Aires",2824,2022-08-01
"4009","Buenos Aires",91,2022-08-01
"4010","Buenos Aires",10827,2022-08-01
"4011","Buenos Aires",16,2022-08-01
"4012","Buenos Aires",84,2022-08-01
"4013","Buenos Aires",348,2022-08-01
"4014","Buenos Aires",478,2022-08-01
"4015","Buenos Aires",49,2022-08-01
"4016","Buenos Aires",9086,2022-08-01
"4017","Buenos Aires",2617,2022-08-01
"4018","Buenos Aires",519,2022-08-01
"4019","Buenos Aires",2775,2022-08-01
"4020","Buenos Aires",1959,2022-08-01
"4021","Buenos Aires",657,2022-09-01
"4022","Buenos Aires",469,2022-09-01
"4023","Buenos Aires",425,2022-09-01
"4024","Buenos Aires",434,2022-09-01
"4025","Buenos Aires",161,2022-09-01
"4026","Buenos Aires",31031,2022-09-01
"4027","Buenos Aires",335,2022-09-01
"4028","Buenos Aires",17537,2022-09-01
"4029","Buenos Aires",322,2022-09-01
"4030","Buenos Aires",779,2022-09-01
"4031","Buenos Aires",3284,2022-09-01
"4032","Buenos Aires",503,2022-09-01
"4033","Buenos Aires",923,2022-09-01
"4034","Buenos Aires",247,2022-09-01
"4035","Buenos Aires",22145,2022-09-01
"4036","Buenos Aires",5298,2022-09-01
"4037","Buenos Aires",317,2022-09-01
"4038","Buenos Aires",901,2022-09-01
"4039","Buenos Aires",1833,2022-09-01
"4040","Buenos Aires",2111,2022-09-01
"4041","Buenos Aires",82,2022-09-01
"4042","Buenos Aires",468,2022-09-01
"4043","Buenos Aires",85,2022-09-01
"4044","Buenos Aires",170,2022-09-01
"4045","Buenos Aires",227,2022-09-01
"4046","Buenos Aires",4737,2022-09-01
"4047","Buenos Aires",662,2022-09-01
"4048","Buenos Aires",1008,2022-09-01
"4049","Buenos Aires",2015,2022-09-01
"4050","Buenos Aires",442,2022-09-01
"4051","Buenos Aires",435,2022-09-01
"4052","Buenos Aires",192,2022-09-01
"4053","Buenos Aires",223,2022-09-01
"4054","Buenos Aires",307,2022-09-01
"4055","Buenos Aires",199,2022-09-01
"4056","Buenos Aires",350,2022-09-01
"4057","Buenos Aires",5769,2022-09-01
"4058","Buenos Aires",8051,2022-09-01
"4059","Buenos Aires",18441,2022-09-01
"4060","Buenos Aires",811,2022-09-01
"4061","Buenos Aires",13058,2022-09-01
